id,Count,shape_x,shape_y,shape_z
mp-772073,1769472,96,96,192
mp-567601,2488320,60,192,216
mp-1099295,933120,108,108,80
mp-1195604,2744000,140,140,140
mp-1194801,4478976,384,108,108
mp-1104368,2239488,144,144,108
mp-1229277,1679616,72,72,324
mp-1111078,884736,96,96,96
mp-1185621,373248,72,72,72
mp-572375,1843200,120,120,128
mp-12788,2097152,128,128,128
mp-1079732,1728000,120,120,120
mp-758210,2150400,112,120,160
mp-1180492,3110400,96,180,180
mp-780894,4096000,160,160,160
mp-1036521,1048576,128,128,64
mp-849759,3584000,112,160,200
mp-1074932,1036800,80,108,120
mp-19712,768000,80,80,120
mp-695817,201600,60,60,56
mp-1201067,2949120,128,160,144
mp-8121,491520,64,64,120
mp-1195735,4354560,252,108,160
mp-30300,1881600,140,140,96
mp-27929,604800,60,60,168
mp-975049,512000,80,80,80
mp-542953,1176000,140,140,60
mp-505701,2688000,120,140,160
mp-20495,614400,80,80,96
mp-1097152,4096000,160,160,160
mp-600226,1769472,192,96,96
mp-1075720,1720320,80,112,192
mp-867229,1209600,120,120,84
mp-1187416,175616,56,56,56
mp-554815,1769472,96,96,192
mp-1176078,1228800,48,160,160
mp-600256,2949120,128,128,180
mp-1232055,2097152,128,128,128
mp-1192841,1944000,100,108,180
mp-583646,2457600,96,160,160
mp-627867,6451200,240,240,112
mp-554105,1296000,100,108,120
mp-758434,1228800,80,120,128
mp-1203837,1792000,100,128,140
mp-768234,1814400,60,168,180
mp-2228577,589824,48,96,128
mp-1275931,790272,84,112,84
mp-1177998,1228800,160,80,96
mp-662823,3110400,60,216,240
mp-554063,1693440,108,112,140
mp-1097387,4096000,160,160,160
mp-1007,373248,72,72,72
mp-1009133,110592,48,48,48
mp-542637,3763200,140,140,192
mp-11836,373248,72,72,72
mp-1001019,1728000,120,120,120
mp-1185734,2744000,140,140,140
mp-850200,884736,96,96,96
mp-1073672,1658880,96,108,160
mp-1227748,1179648,96,96,128
mp-1079383,786432,128,128,48
mp-1215807,1680000,100,100,168
mp-1207265,648000,60,60,180
mp-1233823,2744000,140,140,140
mp-1228859,1555200,60,120,216
mp-12564,373248,72,72,72
mp-1185421,216000,60,60,60
mp-568098,1728000,120,120,120
mp-1229102,1728000,120,120,120
mp-510619,1728000,120,120,120
mp-1227874,846720,84,84,120
mp-1206857,802816,112,112,64
mp-1238831,516096,56,96,96
mp-554814,1474560,96,96,160
mp-1042922,592704,84,84,84
mp-1226449,373248,72,72,72
mp-1105662,2985984,144,144,144
mp-1215054,1806336,84,168,128
mp-1444570,716800,80,80,112
mp-757571,4032000,140,160,180
mp-1186974,737280,96,96,80
mp-1047570,1505280,56,160,168
mp-865119,512000,80,80,80
mp-1021509,1259712,108,108,108
mp-1209369,4147200,240,240,72
mp-675710,1399680,108,108,120
mp-26777,1792000,128,100,140
mp-865790,512000,80,80,80
mp-9115,884736,96,96,96
mp-1225677,373248,72,72,72
mp-1047032,1814400,108,120,140
mp-627123,3870720,128,168,180
mp-1027706,1290240,48,48,560
mp-1217663,3225600,120,160,168
mp-39239,592704,84,84,84
mp-772808,1658880,108,96,160
mp-1238876,1843968,56,168,196
mp-8977,1548288,96,96,168
mp-1385157,790272,84,84,112
mp-1183078,884736,96,96,96
mp-21549,1612800,140,80,144
mp-1291775,2073600,96,180,120
mp-1178534,13824000,240,240,240
mp-1068985,512000,80,80,80
mp-1009748,110592,48,48,48
mp-28692,884736,96,96,96
mp-1106376,2488320,72,180,192
mp-1189516,1944000,108,100,180
mp-603946,4608000,160,160,180
mp-2229119,846720,56,84,180
mp-756474,2419200,112,120,180
mp-756355,1119744,108,108,96
mp-1307408,921600,80,120,96
mp-1226104,1075200,48,80,280
mp-762352,3763200,80,140,336
mp-20815,688128,64,64,168
mp-1205486,995328,72,108,128
mp-775601,2744000,140,140,140
mp-1187339,373248,72,72,72
mp-1147721,2419200,140,96,180
mp-1188414,846720,84,84,120
mp-1223935,414720,60,64,108
mp-1223247,2457600,160,160,96
mp-1101413,2116800,108,140,140
mp-1219254,393216,64,64,96
mp-1175102,2592000,120,120,180
mp-1041384,1310720,80,128,128
mp-772196,5529600,160,160,216
mp-2217280,677376,84,96,84
mp-504427,1008000,60,100,168
mp-754999,1658880,72,120,192
mp-21621,3628800,60,180,336
mp-567997,1179648,96,96,128
mp-1078606,518400,60,80,108
mp-1094296,1756160,112,112,140
mp-755537,1548288,96,96,168
mp-1042020,884736,96,96,96
mp-753307,4096000,160,160,160
mp-1194315,2949120,192,192,80
mp-1223913,1404928,112,112,112
mp-2439,373248,72,72,72
mp-559768,1975680,84,120,196
mp-22585,604800,60,84,120
mp-1205543,705600,84,84,100
mp-1227272,262144,64,64,64
mp-705409,3292800,120,140,196
mp-20383,774144,64,108,112
mp-2219303,614400,80,80,96
mp-636383,1944000,180,180,60
mp-1075504,1451520,216,80,84
mp-1041737,592704,84,84,84
mp-1106239,1128960,84,84,160
mp-33683,1259712,108,108,108
mp-1226399,2007040,112,112,160
mp-1190687,2322432,108,112,192
mp-1219594,16003008,252,252,252
mp-1043285,806400,56,80,180
mp-1105942,2744000,140,140,140
mp-28857,2064384,84,96,256
mp-1215991,663552,72,96,96
mp-10293,663552,72,72,128
mp-1238864,1990656,96,108,192
mp-776318,1966080,120,128,128
mp-21101,655360,64,64,160
mp-866506,3317760,108,160,192
mp-1193685,4915200,160,160,192
mp-504359,3225600,420,80,96
mp-1046509,2621440,128,128,160
mp-8667,512000,80,80,80
mp-1247087,1259712,108,108,108
mp-1210694,1975680,84,84,280
mp-759482,829440,80,108,96
mp-1204504,2419200,120,120,168
mp-11473,216000,60,60,60
mp-766812,1536000,160,80,120
mp-558532,2016000,120,100,168
mp-7433,388800,60,60,108
mp-1187454,175616,56,56,56
mp-1047547,1228800,48,160,160
mp-1212337,2097152,128,128,128
mp-1094383,552960,48,72,160
mp-626172,1492992,108,108,128
mp-2062,458752,64,64,112
mp-30465,512000,80,80,80
mp-582735,19051200,420,420,108
mp-1096944,262144,64,64,64
mp-672212,2592000,60,180,240
mp-1099272,1003520,112,112,80
mp-2701,193536,48,48,84
mp-1187704,512000,80,80,80
mp-768310,884736,96,96,96
mp-530358,4838400,160,168,180
mp-1220818,1259712,108,108,108
mp-1200877,1612800,56,160,180
mp-1184492,512000,80,80,80
mp-768869,1105920,72,96,160
mp-772662,1505280,196,80,96
mp-567852,1728000,120,120,120
mp-1186306,512000,80,80,80
mp-2216973,2239488,96,108,216
mp-1202894,2097152,128,128,128
mp-505601,1728000,120,120,120
mp-1184371,512000,80,80,80
mp-1198995,13824000,240,240,240
mp-1201107,3386880,108,112,280
mp-23707,1990656,96,108,192
mp-760319,11239424,224,224,224
mp-2217989,2744000,140,140,140
mp-1200969,3456000,120,160,180
mp-686540,1632960,108,108,140
mp-1193220,4096000,160,160,160
mp-1340467,1327104,96,96,144
mp-1188119,1244160,96,108,120
mp-765238,884736,96,96,96
mp-1064706,512000,80,80,80
mp-1203595,1179648,96,96,128
mp-1247851,1290240,48,112,240
mp-25466,983040,96,80,128
mp-1273062,290304,48,72,84
mp-1246234,870912,96,108,84
mp-1205113,3317760,216,96,160
mp-756589,884736,96,96,96
mp-1101598,921600,96,96,100
mp-1190869,884736,72,96,128
mp-2229120,725760,80,108,84
mp-2232228,1306368,108,112,108
mp-19258,884736,96,96,96
mp-1095086,819200,80,80,128
mp-1216248,512000,80,80,80
mp-21015,655360,64,64,160
mp-1192417,1843200,96,120,160
mp-1185793,512000,80,80,80
mp-729,373248,72,72,72
mp-1068021,580608,72,72,112
mp-1179154,1053696,56,56,336
mp-36,110592,48,48,48
mp-1094339,806400,72,80,140
mp-1221201,2744000,140,140,140
mp-1186890,884736,96,96,96
mp-1067482,165888,48,48,72
mp-752472,737280,80,96,96
mp-978596,442368,64,64,108
mp-1177190,5529600,160,160,216
mp-715,512000,80,80,80
mp-1048678,2286144,108,108,196
mp-1208642,259200,60,60,72
mp-1220265,2239488,144,144,108
mp-5335,1536000,128,120,100
mp-1093619,7077888,192,192,192
mp-1102206,768000,64,100,120
mp-1220059,2457600,160,160,96
mp-760230,9031680,224,224,180
mp-567589,262144,64,64,64
mp-1042186,376320,56,56,120
mp-22601,907200,60,60,252
mp-555784,3628800,112,180,180
mp-1173853,4032000,120,120,280
mp-29283,884736,96,96,96
mp-1096113,4096000,160,160,160
mp-27263,2744000,140,140,140
mp-1097354,4096000,160,160,160
mp-1208109,2211840,108,128,160
mp-1204154,3538944,96,192,192
mp-1103007,1161216,84,108,128
mp-12205,979776,84,108,108
mp-780516,2744000,140,140,140
mp-1096381,4096000,160,160,160
mp-7784,725760,80,84,108
mp-1040942,2064384,96,96,224
mp-867285,512000,80,80,80
mp-1224468,10077696,216,216,216
mp-1207780,1492992,96,108,144
mp-29807,11239424,224,224,224
mp-760078,2304000,120,120,160
mp-1218131,2293760,128,128,140
mp-1245420,2822400,120,120,196
mp-1094830,1032192,96,96,112
mp-769344,4423680,96,160,288
mp-1215676,245760,64,64,60
mp-644292,451584,64,84,84
mp-1179270,1881600,96,140,140
mp-1216723,483840,48,56,180
mp-776652,2097152,128,128,128
mp-1014286,301056,56,56,96
mp-569451,3110400,120,120,216
mp-979954,512000,80,80,80
mp-1568124,1152000,60,120,160
mp-973981,439040,56,56,140
mp-1225098,800000,80,100,100
mp-772071,1327104,96,96,144
mp-17878,1741824,84,108,192
mp-865402,699840,60,108,108
mp-864759,512000,80,80,80
mp-720642,2457600,160,160,96
mp-764940,1492992,48,144,216
mp-567939,592704,84,84,84
mp-542450,3981312,144,144,192
mp-757028,1290240,112,96,120
mp-1078636,2097152,128,128,128
mp-1180022,4096000,100,80,512
mp-1214432,2799360,108,120,216
mp-1191292,1344000,80,120,140
mp-20363,262144,64,64,64
mp-1102316,896000,80,80,140
mp-37836,512000,80,80,80
mp-631512,512000,80,80,80
mp-2230020,1024000,80,80,160
mp-1403480,716800,80,80,112
mp-1180833,3072000,160,160,120
mp-1221800,4915200,160,160,192
mp-753783,777600,72,100,108
mp-1027267,1290240,48,48,560
mp-1072181,512000,80,80,80
mp-1388027,860160,48,128,140
mp-1214915,2304000,80,80,360
mp-1043180,884736,96,96,96
mp-1207621,2744000,140,140,140
mp-862311,373248,72,72,72
mp-776437,1693440,84,120,168
mp-1343260,896000,80,80,140
mp-1028387,1290240,96,96,140
mp-850958,1075200,80,96,140
mp-1196332,3317760,144,144,160
mp-1176349,1382400,96,100,144
mp-585261,1505280,96,112,140
mp-1194143,2744000,140,140,140
mp-978273,373248,72,72,72
mp-685145,143360,64,56,40
mp-1232059,2985984,108,128,216
mp-695252,2634240,80,84,392
mp-1226842,907200,60,60,252
mp-1400520,921600,96,96,100
mp-4428,1400000,100,100,140
mp-756280,2457600,96,160,160
mp-1229202,3499200,108,108,300
mp-554545,1404928,112,112,112
mp-862658,373248,72,72,72
mp-30648,373248,72,72,72
mp-1216619,1000000,100,100,100
mp-1201276,2304000,80,80,360
mp-1217530,995328,96,96,108
mp-1211498,1720320,96,112,160
mp-849704,1881600,80,140,168
mp-20878,663552,72,96,96
mp-1216970,344064,64,64,84
mp-2232290,884736,96,96,96
mp-772769,2457600,192,80,160
mp-1232037,1728000,120,120,120
mp-26356,1966080,128,128,120
mp-4255,388800,60,60,108
mp-1215601,819200,80,80,128
mp-677178,2709504,112,112,216
mp-1185296,933120,108,108,80
mp-1073638,1270080,84,84,180
mp-1194458,2097152,128,128,128
mp-1247436,1382400,108,160,80
mp-558381,2709504,112,112,216
mp-1095229,640000,80,80,100
mp-1110898,1728000,120,120,120
mp-674502,2508800,128,140,140
mp-1398496,884736,96,96,96
mp-288,301056,56,56,96
mp-1190463,1505280,84,128,140
mp-4887,602112,56,56,192
mp-1221413,165888,48,48,72
mp-867890,933120,108,108,80
mp-1246681,2654208,192,96,144
mp-1211828,1105920,96,96,120
mp-2229091,896000,80,140,80
mp-2217077,645120,84,80,96
mp-1094213,884736,96,96,96
mp-1201495,5120000,200,160,160
mp-555961,4741632,168,168,168
mp-568856,1920000,100,100,192
mp-1212687,1404928,112,112,112
mp-1221706,13824000,240,240,240
mp-777377,725760,72,72,140
mp-1186726,884736,96,96,96
mp-1206407,262144,64,64,64
mp-2647124,1728000,120,120,120
mp-2230138,725760,72,120,84
mp-3250,864000,60,60,240
mp-1218039,622080,72,72,120
mp-567749,344064,64,64,84
mp-1219914,2457600,160,160,96
mp-754612,725760,140,72,72
mp-570270,1944000,108,100,180
mp-771641,2097152,128,128,128
mp-773057,4014080,140,128,224
mp-998979,373248,72,72,72
mp-772973,4976640,216,144,160
mp-761048,2508800,128,140,140
mp-1205738,1000000,100,100,100
mp-667291,2508800,128,140,140
mp-861641,262144,64,64,64
mp-1210704,1382400,80,80,216
mp-1228031,1728000,120,120,120
mp-775892,2744000,140,140,140
mp-1184341,512000,80,80,80
mp-867474,512000,80,80,80
mp-1323850,1290240,96,84,160
mp-37843,2032128,84,84,288
mp-1247534,248832,48,48,108
mp-1197023,2580480,128,140,144
mp-1187506,512000,80,80,80
mp-29665,512000,80,80,80
mp-530184,2654208,96,96,288
mp-1176273,1075200,168,80,80
mp-22797,592704,84,84,84
mp-1223286,1728000,120,120,120
mp-1218583,2985984,144,144,144
mp-5756,1152000,96,100,120
mp-546910,262144,64,64,64
mp-540791,1548288,56,96,288
mp-1203225,2097152,128,128,128
mp-1224732,516096,56,96,96
mp-1104934,1179648,72,128,128
mp-1206757,1728000,120,120,120
mp-1200327,4128768,128,128,252
mp-1185345,979776,108,108,84
mp-755559,564480,84,84,80
mp-1210201,1728000,120,120,120
mp-568135,7077888,192,192,192
mp-674324,3024000,100,168,180
mp-865739,512000,80,80,80
mp-1072192,414720,72,72,80
mp-640566,7529536,196,196,196
mp-651601,3265920,108,168,180
mp-768470,1792000,100,128,140
mp-1184746,1119744,108,108,96
mp-567317,393216,64,64,96
mp-2991,663552,72,72,128
mp-776125,2744000,140,140,140
mp-1237871,921600,80,96,120
mp-753534,768000,80,80,120
mp-1205555,995328,96,96,108
mp-979946,512000,80,80,80
mp-1197464,3528000,140,140,180
mp-1192025,2457600,160,160,96
mp-1048964,2211840,96,96,240
mp-1104825,907200,60,108,140
mp-2437,537600,80,80,84
mp-17262,1612800,140,72,160
mp-866040,512000,80,80,80
mp-1068256,344064,64,64,84
mp-19789,442368,48,96,96
mp-27450,1935360,216,64,140
mp-27422,592704,84,84,84
mp-1202483,2764800,80,160,216
mp-1183908,592704,84,84,84
mp-542292,2116800,140,140,108
mp-1364538,2949120,96,96,320
mp-103,184320,48,48,80
mp-1214424,762048,84,84,108
mp-1079246,653184,108,108,56
mp-861871,983040,128,128,60
mp-1096784,1572864,128,128,96
mp-1196860,1959552,108,108,168
mp-1208361,1632960,108,108,140
mp-1185752,373248,72,72,72
mp-1095953,4096000,160,160,160
mp-1228230,3528000,140,140,180
mp-778754,1792000,80,140,160
mp-23674,1728000,160,100,108
mp-1036758,2097152,128,128,128
mp-1232216,524288,64,64,128
mp-39770,2985984,144,144,144
mp-1202779,3686400,160,160,144
mp-1301329,1179648,96,96,128
mp-504615,1474560,96,120,128
mp-2227380,645120,96,80,84
mp-1184224,512000,80,80,80
mp-756631,1270080,84,84,180
mp-1101854,512000,80,80,80
mp-1301981,1270080,84,180,84
mp-1228987,1259712,108,108,108
mp-865793,373248,72,72,72
mp-1031308,663552,72,72,128
mp-1046095,967680,48,80,252
mp-1047935,3225600,112,120,240
mp-1190198,1161216,56,108,192
mp-752915,497664,72,72,96
mp-1869741,1259712,108,108,108
mp-616521,1128960,56,56,360
mp-1111581,1728000,120,120,120
mp-759402,3440640,240,112,128
mp-505432,1161216,84,108,128
mp-684965,2688000,80,80,420
mp-1237542,1119744,96,108,108
mp-1113577,1728000,120,120,120
mp-1211712,1411200,84,200,84
mp-570117,2097152,128,128,128
mp-9615,301056,56,56,96
mp-1220768,1119744,96,108,108
mp-1209333,2744000,140,140,140
mp-17685,1612800,80,84,240
mp-1016144,933120,108,108,80
mp-1197099,3276800,160,160,128
mp-1195875,4147200,72,160,360
mp-1239342,691200,64,60,180
mp-1215109,1555200,72,100,216
mp-1187166,1638400,128,128,100
mp-1185984,216000,60,60,60
mp-770669,2949120,128,128,180
mp-1233107,2211840,96,96,240
mp-1190044,1259712,108,108,108
mp-850980,1382400,80,120,144
mp-31961,2240000,140,80,200
mp-29129,2419200,240,84,120
mp-1108,129024,48,48,56
mp-1179730,3556224,84,168,252
mp-1246284,1474560,96,120,128
mp-8096,677376,84,84,96
mp-582245,4587520,128,128,280
mp-1094272,564480,84,84,80
mp-505322,3932160,96,128,320
mp-1078624,403200,60,60,112
mp-1114194,2744000,140,140,140
mp-759736,2764800,96,96,300
mp-28248,917504,64,64,224
mp-1179931,368640,48,60,128
mp-13863,1354752,72,96,196
mp-866037,262144,64,64,64
mp-1216125,870912,84,96,108
mp-1184971,512000,80,80,80
mp-568273,442368,64,64,108
mp-1190782,2488320,144,144,120
mp-568562,1728000,120,120,120
mp-777520,1327104,48,128,216
mp-865278,373248,72,72,72
mp-333,512000,80,80,80
mp-1226301,2048000,160,160,80
mp-760970,940800,80,84,140
mp-1205400,5529600,160,160,216
mp-18959,1290240,112,72,160
mp-626464,1290240,80,96,168
mp-766123,5760000,240,240,100
mp-558724,2764800,192,120,120
mp-1193113,1728000,120,120,120
mp-1223908,614400,80,80,96
mp-1079364,737280,80,96,96
mp-1203812,2519424,108,108,216
mp-1102246,1075200,64,120,140
mp-22087,216000,60,60,60
mp-781604,1280000,80,80,200
mp-761173,2097152,128,128,128
mp-1217604,11239424,224,224,224
mp-1186204,1382400,120,120,96
mp-1100529,1228800,80,96,160
mp-1104657,1680000,100,100,168
mp-1075277,921600,60,120,128
mp-1246084,526848,56,56,168
mp-1187540,508032,84,84,72
mp-1225454,1259712,108,108,108
mp-22732,884736,96,96,96
mp-1218191,979776,108,108,84
mp-1214330,5017600,128,140,280
mp-1228874,3317760,96,216,160
mp-1196364,2007040,112,112,160
mp-17042,1176000,140,140,60
mp-1246523,1451520,96,108,140
mp-1232315,2580480,128,180,112
mp-559695,1259712,108,108,108
mp-1198978,3317760,144,144,160
mp-1220946,1920000,80,80,300
mp-1094739,451584,56,84,96
mp-2227637,995328,96,96,108
mp-1227518,1119744,108,108,96
mp-1047315,1548288,96,96,168
mp-1184291,592704,84,84,84
mp-768870,2419200,160,108,140
mp-1204412,2150400,120,128,140
mp-720948,3136000,140,140,160
mp-1209198,2744000,140,140,140
mp-19205,921600,80,96,120
mp-1205801,737280,64,64,180
mp-1184088,512000,80,80,80
mp-1217807,1204224,56,56,384
mp-6668,1204224,96,112,112
mp-849223,896000,140,80,80
mp-1213348,4741632,168,168,168
mp-1025482,3359232,216,216,72
mp-1019787,4320000,120,120,300
mp-642823,1259712,108,108,108
mp-1221710,1404928,112,112,112
mp-642803,2457600,160,160,96
mp-756812,2419200,112,120,180
mp-1079028,725760,72,72,140
mp-1220695,627200,56,100,112
mp-972794,774144,96,96,84
mp-1071492,524288,64,64,128
mp-556120,896000,80,80,140
mp-1217582,720000,72,100,100
mp-979432,512000,80,80,80
mp-1213129,1966080,128,128,120
mp-983479,933120,108,108,80
mp-1216928,907200,60,60,252
mp-989651,648000,60,100,108
mp-765698,737280,160,96,48
mp-31164,1990656,144,144,96
mp-1214226,884736,96,96,96
mp-1245301,4300800,160,160,168
mp-1111134,1728000,120,120,120
mp-1206266,1259712,108,108,108
mp-554357,3528000,140,140,180
mp-42022,1259712,108,108,108
mp-16998,3136000,140,140,160
mp-26757,1228800,80,120,128
mp-622628,2612736,108,112,216
mp-601267,1036800,72,80,180
mp-93,2150400,160,160,84
mp-675509,2744000,140,140,140
mp-1097213,4096000,160,160,160
mp-1111591,1728000,120,120,120
mp-24664,1866240,96,108,180
mp-1221779,516096,56,96,96
mp-1187458,165888,48,48,72
mp-1178094,1693440,80,84,252
mp-13150,216000,60,60,60
mp-18794,921600,80,96,120
mp-1191609,1209600,84,120,120
mp-972839,175616,56,56,56
mp-1245825,414720,48,48,180
mp-604273,2240000,140,80,200
mp-1209332,216000,60,60,60
mp-1210148,2744000,140,140,140
mp-1210130,1376256,96,112,128
mp-24376,1404928,112,112,112
mp-1216653,884736,96,96,96
mp-2225410,903168,56,56,288
mp-21469,262144,64,64,64
mp-1646892,1728000,80,120,180
mp-11737,716800,80,80,112
mp-20953,1492992,96,108,144
mp-760278,4976640,144,160,216
mp-404,393216,64,64,96
mp-1263325,512000,80,80,80
mp-2229471,2032128,84,168,144
mp-560571,7077888,192,192,192
mp-1212176,1728000,120,120,120
mp-542535,4423680,128,216,160
mp-1213126,2073600,100,108,192
mp-554608,4536000,60,60,1260
mp-753248,967680,72,96,140
mp-542210,3456000,120,120,240
mp-866154,262144,64,64,64
mp-504593,2293760,128,128,140
mp-760156,1792000,80,140,160
mp-559123,1632960,108,108,140
mp-775934,4096000,160,160,160
mp-1247688,1728000,120,120,120
mp-1227251,884736,96,96,96
mp-961648,512000,80,80,80
mp-1369579,768000,120,80,80
mp-1247210,1008000,180,56,100
mp-760396,592704,84,84,84
mp-1186595,512000,80,80,80
mp-760402,592704,84,84,84
mp-7421,655360,64,64,160
mp-761191,1290240,80,96,168
mp-753171,737280,80,96,96
mp-7631,552960,48,48,240
mp-997035,384000,60,80,80
mp-753299,829440,48,96,180
mp-1198294,1411200,56,140,180
mp-761047,1474560,96,96,160
mp-14411,1344000,96,100,140
mp-1020706,1632960,108,108,140
mp-673174,1411200,140,140,72
mp-1200874,2867200,112,160,160
mp-1018657,622080,72,72,120
mp-836221,2580480,96,140,192
mp-1112342,2097152,128,128,128
mp-1011260,592704,84,84,84
mp-694012,4608000,180,160,160
mp-1220775,933120,80,108,108
mp-699399,1728000,120,120,120
mp-1435,1693440,80,108,196
mp-769592,1209600,140,80,108
mp-866473,2880000,120,120,200
mp-542177,1728000,120,120,120
mp-772169,1327104,96,96,144
mp-1187296,979776,108,108,84
mp-865160,262144,64,64,64
mp-1204648,3136000,140,140,160
mp-1226437,2332800,108,120,180
mp-1208175,2073600,120,120,144
mp-1224896,2016000,120,120,140
mp-6982,884736,96,96,96
mp-10166,884736,96,96,96
mp-863750,262144,64,64,64
mp-1247344,1003520,112,112,80
mp-1225059,516096,96,96,56
mp-754321,614400,96,80,80
mp-1096782,592704,84,84,84
mp-1228262,1075200,60,128,140
mp-1101184,725760,72,72,140
mp-1184932,979776,108,108,84
mp-1105663,2097152,128,128,128
mp-24599,2408448,112,112,192
mp-1103975,573440,64,64,140
mp-720260,512000,80,80,80
mp-28391,2764800,108,160,160
mp-2224717,884736,96,96,96
mp-2187,345600,60,60,96
mp-770399,1228800,160,160,48
mp-1206454,702464,112,112,56
mp-1180501,1580544,168,168,56
mp-571044,395136,56,84,84
mp-1193506,1404928,112,112,112
mp-1031453,688128,64,64,168
mp-1103534,1000000,100,100,100
mp-978988,512000,80,80,80
mp-20819,1016064,84,108,112
mp-1223185,846720,84,84,120
mp-1220684,259200,60,72,60
mp-1179476,580608,108,56,96
mp-861665,512000,80,80,80
mp-1175785,1105920,96,96,120
mp-1219581,1259712,108,108,108
mp-583589,2457600,192,100,128
mp-1204153,1990656,96,96,216
mp-1202327,4096000,160,160,160
mp-1197205,2580480,192,96,140
mp-1181313,2195200,140,140,112
mp-1202582,3265920,84,180,216
mp-865812,512000,80,80,80
mp-676528,2073600,60,108,320
mp-1226543,215040,56,60,64
mp-1096367,5832000,180,180,180
mp-973953,653184,108,108,56
mp-1174611,1075200,80,96,140
mp-1211202,2099520,108,108,180
mp-504768,1259712,108,108,108
mp-1061123,110592,48,48,48
mp-1179375,1280000,160,80,100
mp-621924,3010560,112,112,240
mp-754745,677376,84,84,96
mp-1187775,979776,108,108,84
mp-1220766,622080,72,72,120
mp-19877,373248,72,72,72
mp-1177897,1572864,128,128,96
mp-1216895,2304000,120,120,160
mp-1199324,2688000,80,140,240
mp-763022,995328,72,72,192
mp-1178000,2097152,128,128,128
mp-1207061,884736,96,96,96
mp-1093842,4096000,160,160,160
mp-1219519,497664,48,48,216
mp-1181106,663552,72,72,128
mp-1103324,884736,96,96,96
mp-1210975,3226944,84,196,196
mp-29417,2508800,112,112,200
mp-30402,1728000,120,120,120
mp-510281,221184,48,48,96
mp-505216,1259712,108,108,108
mp-685013,1344000,100,96,140
mp-28535,1505280,84,128,140
mp-542943,2744000,140,140,140
mp-759286,276480,48,48,120
mp-2231381,1024000,80,80,160
mp-861850,884736,96,96,96
mp-1080189,1806336,56,56,576
mp-37747,1382400,60,120,192
mp-756429,725760,72,84,120
mp-1178369,193536,48,48,84
mp-4340,884736,96,96,96
mp-1041583,1228800,48,160,160
mp-1444362,1259712,108,108,108
mp-22951,622080,72,72,120
mp-568184,2744000,140,140,140
mp-648117,2949120,128,128,180
mp-1076053,2744000,140,140,140
mp-1194246,2150400,56,160,240
mp-1213976,720000,72,100,100
mp-1216243,1658880,80,96,216
mp-559134,4096000,160,160,160
mp-1018048,188160,56,56,60
mp-978514,512000,80,80,80
mp-616566,1474560,72,128,160
mp-2254,1290240,72,128,140
mp-1211352,995328,96,96,108
mp-28922,2304000,120,120,160
mp-1071879,401408,56,56,128
mp-1358843,2809856,112,112,224
mp-752929,1741824,72,336,72
mp-2223064,716800,80,80,112
mp-1025207,725760,60,108,112
mp-1194708,1536000,80,120,160
mp-1205135,2211840,192,192,60
mp-37920,725760,72,84,120
mp-1183174,512000,80,80,80
mp-30696,2293760,128,128,140
mp-1199682,1474560,96,96,160
mp-1198146,10077696,216,216,216
mp-22657,345600,60,60,96
mp-865279,373248,72,72,72
mp-1217178,884736,96,96,96
mp-1245645,501760,56,56,160
mp-1013544,592704,84,84,84
mp-7355,1296000,60,120,180
mp-1176271,1152000,80,80,180
mp-1216976,4704000,120,140,280
mp-1193435,3161088,84,84,448
mp-14996,777600,60,60,216
mp-1206623,737280,80,96,96
mp-557637,2744000,140,140,140
mp-672012,1152000,120,120,80
mp-780149,1474560,80,96,192
mp-1218948,442368,64,64,108
mp-1048045,3110400,180,180,96
mp-1025170,248832,48,48,108
mp-1219013,384000,80,80,60
mp-1184692,512000,80,80,80
mp-1175410,1228800,80,96,160
mp-1100414,216000,60,60,60
mp-1195504,4838400,140,180,192
mp-1183573,512000,80,80,80
mp-22663,4096000,160,160,160
mp-8281,622080,72,72,120
mp-7610,373248,72,72,72
mp-1018023,262144,64,64,64
mp-1186827,592704,84,84,84
mp-1213509,2985984,144,144,144
mp-1210216,940800,48,140,140
mp-1247376,388800,60,60,108
mp-1173743,537600,56,96,100
mp-1221470,2048000,80,160,160
mp-773065,1024000,80,80,160
mp-1103090,786432,64,64,192
mp-1111482,1404928,112,112,112
mp-1102559,1204224,56,56,384
mp-1185780,691200,120,120,48
mp-972848,1259712,108,108,108
mp-541094,4300800,192,160,140
mp-728443,9072000,180,180,280
mp-1207307,614656,56,56,196
mp-569322,1036800,60,80,216
mp-1207863,884736,96,96,96
mp-1047067,2304000,120,120,160
mp-1105409,1474560,96,96,160
mp-540809,1097600,140,140,56
mp-705277,3136000,160,140,140
mp-1200597,2985984,216,216,64
mp-540796,2903040,96,140,216
mp-8361,1382400,80,96,180
mp-1228304,580608,48,48,252
mp-1222596,864000,60,60,240
mp-972494,800000,100,100,80
mp-24124,622080,60,96,108
mp-1192554,4423680,128,160,216
mp-1113830,1000000,100,100,100
mp-1048096,737280,64,64,180
mp-8962,622080,72,72,120
mp-23717,870912,84,96,108
mp-1180363,4515840,168,168,160
mp-1211877,1935360,120,112,144
mp-735578,3136000,140,140,160
mp-1639208,933120,72,72,180
mp-757424,884736,96,96,96
mp-1185070,1259712,108,108,108
mp-1184827,512000,80,80,80
mp-1219052,1960000,100,100,196
mp-772521,1185408,84,84,168
mp-11407,216000,60,60,60
mp-1190456,677376,84,84,96
