id,Count,shape_x,shape_y,shape_z
mp-571162,979776,108,108,84
mp-1018953,573440,64,64,140
mp-21012,768000,60,80,160
mp-570680,884736,96,96,96
mp-1203663,1966080,120,128,128
mp-1218806,1120000,100,100,112
mp-1086668,1492992,144,144,72
mp-1194190,2064384,96,96,224
mp-1524385,307200,48,80,80
mp-1200867,4096000,160,160,160
mp-1225632,1580544,84,84,224
mp-1174514,921600,96,96,100
mp-1077088,512000,80,80,80
mp-759251,4032000,200,112,180
mp-780131,2744000,140,140,140
mp-1011374,1259712,108,108,108
mp-1196065,2709504,112,112,216
mp-727278,3386880,112,108,280
mp-775190,884736,96,96,96
mp-555717,7529536,196,196,196
mp-649415,3276800,128,160,160
mp-864716,373248,72,72,72
mp-541137,1474560,80,96,192
mp-1059256,301056,56,56,96
mp-622268,2457600,160,160,96
mp-1215195,884736,96,96,96
mp-505321,3932160,96,128,320
mp-1074753,921600,80,96,120
mp-1184536,884736,96,96,96
mp-1187933,512000,80,80,80
mp-1202859,2359296,128,128,144
mp-1111319,884736,96,96,96
mp-1194418,2800000,100,100,280
mp-1102514,614400,64,96,100
mp-2226758,307200,48,80,80
mp-14168,1327104,96,96,144
mp-36582,216000,60,60,60
mp-556950,2721600,60,60,756
mp-571586,393216,64,64,96
mp-864743,512000,80,80,80
mp-12931,537600,80,84,80
mp-1218609,3919104,216,216,84
mp-29299,1036800,120,120,72
mp-1113131,1000000,100,100,100
mp-1245831,1376256,128,128,84
mp-1215111,2293760,160,112,128
mp-675989,2744000,140,140,140
mp-31125,2744000,140,140,140
mp-1211680,2744000,140,140,140
mp-43048,2007040,112,112,160
mp-1198188,1843200,80,120,192
mp-1097666,5832000,180,180,180
mp-1216746,351232,56,56,112
mp-1228085,1728000,120,120,120
mp-1185199,2097152,128,128,128
mp-2228664,640000,64,100,100
mp-1325263,2949120,96,96,320
mp-1025212,388800,60,60,108
mp-997599,1728000,120,120,120
mp-1206178,884736,96,96,96
mp-22917,345600,60,60,96
mp-1211056,592704,84,84,84
mp-3539,262144,64,64,64
mp-1227634,1792000,140,80,160
mp-1405850,720000,60,60,200
mp-21855,592704,84,84,84
mp-555988,2580480,112,128,180
mp-12226,4147200,200,108,192
mp-1217168,2985984,144,144,144
mp-770187,1290240,96,96,140
mp-2239945,512000,80,80,80
mp-1186544,1119744,108,108,96
mp-1225123,1843200,96,120,160
mp-21061,580608,72,72,112
mp-18640,2097152,128,128,128
mp-761579,987840,84,84,140
mp-555901,672000,60,80,140
mp-675433,777600,60,120,108
mp-1212409,1728000,120,120,120
mp-755111,752640,80,84,112
mp-1203487,3225600,140,128,180
mp-1212019,2304000,120,120,160
mp-1197417,2949120,96,96,320
mp-23768,1259712,108,108,108
mp-1103572,933120,72,108,120
mp-1120811,2903040,140,144,144
mp-1110913,1728000,120,120,120
mp-758740,4096000,160,160,160
mp-758200,2150400,160,84,160
mp-1103607,1000000,100,100,100
mp-1200235,2099520,108,108,180
mp-978114,1658880,80,96,216
mp-773192,2099520,108,108,180
mp-1207793,2744000,140,140,140
mp-555777,1474560,96,96,160
mp-1189056,1152000,96,100,120
mp-758717,2064384,144,112,128
mp-1192643,4096000,160,160,160
mp-765581,1474560,96,96,160
mp-1222025,884736,96,96,96
mp-1347137,860160,48,128,140
mp-1220177,384000,80,80,60
mp-18373,1658880,96,108,160
mp-1207119,302400,60,60,84
mp-675532,1728000,100,108,160
mp-1093942,4096000,160,160,160
mp-1233637,995328,108,96,96
mp-1097172,4096000,160,160,160
mp-1174411,589824,48,96,128
mp-1275873,1179648,96,96,128
mp-756603,768000,80,80,120
mp-1199926,2822400,180,112,140
mp-1542939,768000,80,80,120
mp-1185672,2744000,140,140,140
mp-15698,2116800,140,140,108
mp-982015,592704,84,84,84
mp-1042497,376320,56,56,120
mp-1232244,1259712,108,108,108
mp-941221,2612736,108,108,224
mp-1029288,737280,96,96,80
mp-34376,1259712,108,108,108
mp-1184013,884736,96,96,96
mp-1033747,1290240,72,128,140
mp-1424898,373248,72,72,72
mp-674361,2177280,80,84,324
mp-1183653,663552,96,96,72
mp-1185342,663552,96,96,72
mp-531268,3538944,96,96,384
mp-570300,1881600,60,140,224
mp-7927,512000,80,80,80
mp-1147547,432000,60,60,120
mp-15141,1105920,96,96,120
mp-1033,64000,40,40,40
mp-1219984,504000,60,60,140
mp-1191888,4741632,168,168,168
mp-778284,1474560,96,96,160
mp-557719,2048000,64,64,500
mp-1197845,4199040,108,120,324
mp-1398571,592704,84,84,84
mp-1111611,1404928,112,112,112
mp-19366,2744000,140,140,140
mp-1223636,1555200,108,120,120
mp-1101967,580608,56,96,108
mp-1183638,512000,80,80,80
mp-1179387,2352000,140,140,120
mp-13868,705600,100,84,84
mp-1197554,2457600,96,160,160
mp-1112923,2097152,128,128,128
mp-1102490,512000,80,80,80
mp-11715,884736,96,96,96
mp-2228540,1244160,72,80,216
mp-2218815,614400,80,80,96
mp-775439,7375872,196,196,192
mp-1212116,967680,56,96,180
mp-1205443,1536000,80,120,160
mp-1182260,2457600,160,96,160
mp-3285,7077888,192,192,192
mp-1203322,3686400,96,128,300
mp-756274,1120000,100,80,140
mp-1178294,1161216,72,84,192
mp-626000,301056,56,56,96
mp-769159,1658880,108,96,160
mp-1232192,2322432,108,192,112
mp-1046238,3136000,140,140,160
mp-1199228,1505280,112,112,120
mp-1208276,580608,72,72,112
mp-568719,512000,80,80,80
mp-654900,3612672,112,144,224
mp-1219365,884736,96,96,96
mp-696871,516096,56,96,96
mp-7353,2304000,120,120,160
mp-1002207,64000,40,40,40
mp-1228348,1966080,96,128,160
mp-1041004,2064384,96,96,224
mp-1210195,580608,72,72,112
mp-1077322,737280,80,96,96
mp-11800,516096,56,96,96
mp-753486,2744000,140,140,140
mp-569280,5832000,180,180,180
mp-1213648,2752512,128,128,168
mp-26610,2744000,140,140,140
mp-1041447,2211840,96,128,180
mp-17404,2211840,80,128,216
mp-1227865,2150400,96,140,160
mp-545487,720000,72,100,100
mp-1104937,2195200,140,140,112
mp-779108,3386880,72,196,240
mp-631420,373248,72,72,72
mp-1184656,373248,72,72,72
mp-1200152,3386880,56,216,280
mp-1182382,903168,84,84,128
mp-974341,508032,84,84,72
mp-1215853,699840,60,108,108
mp-1225187,653184,72,108,84
mp-850902,2097152,128,128,128
mp-557964,592704,84,84,84
mp-973142,373248,72,72,72
mp-1228628,1433600,56,160,160
mp-556112,3528000,140,140,180
mp-1100343,2048000,160,80,160
mp-1018632,345600,60,60,96
mp-1662988,1161216,72,168,96
mp-1018729,559872,72,72,108
mp-17637,1990656,96,108,192
mp-1225355,1105920,96,96,120
mp-19312,537600,56,96,100
mp-1174074,1843200,120,120,128
mp-1217740,4536000,180,180,140
mp-1245565,589824,96,96,64
mp-1190717,884736,96,96,96
mp-1097099,4741632,168,168,168
mp-1019547,691200,80,80,108
mp-549308,423360,84,84,60
mp-1211245,995328,96,96,108
mp-505660,3317760,128,120,216
mp-1223360,1000000,100,100,100
mp-639805,2048000,160,160,80
mp-1227967,884736,96,96,96
mp-27489,2985984,144,144,144
mp-474,512000,80,80,80
mp-1185622,373248,72,72,72
mp-1202063,2580480,192,96,140
mp-17620,1400000,100,100,140
mp-1181874,884736,96,96,96
mp-531103,3386880,56,56,1080
mp-1203838,4300800,160,160,168
mp-557844,3483648,96,144,252
mp-1197974,4515840,140,168,192
mp-761120,1492992,72,72,288
mp-1096261,4096000,160,160,160
mp-1217181,4423680,288,96,160
mp-568753,1990656,96,108,192
mp-1195382,2580480,112,144,160
mp-9698,3096576,96,168,192
mp-1102961,1440000,100,100,144
mp-1183065,512000,80,80,80
mp-867921,512000,80,80,80
mp-559213,2257920,56,160,252
mp-765959,2654208,192,108,128
mp-1191437,2097152,128,128,128
mp-1246524,1259712,108,108,108
mp-1180365,1290240,72,128,140
mp-780117,768000,120,80,80
mp-1193390,1728000,120,120,120
mp-2220251,2370816,84,168,168
mp-867250,262144,64,64,64
mp-1186690,2744000,140,140,140
mp-649957,2903040,108,120,224
mp-1076408,1728000,120,120,120
mp-3325,592704,84,84,84
mp-1182326,960000,96,100,100
mp-769294,3010560,112,112,240
mp-1210833,819200,80,80,128
mp-999542,193536,48,48,84
mp-644295,903168,84,96,112
mp-769580,1228800,80,128,120
mp-1218504,2799360,216,216,60
mp-1217244,1433600,80,128,140
mp-777511,2048000,80,80,320
mp-982246,512000,80,80,80
mp-540969,448000,56,80,100
mp-1101620,1310720,128,128,80
mp-2227278,884736,96,96,96
mp-685069,2519424,108,108,216
mp-1212998,884736,96,96,96
mp-510086,2048000,160,160,80
mp-1057758,216000,60,60,60
mp-1184909,373248,72,72,72
mp-1226763,360000,60,60,100
mp-1013550,512000,80,80,80
mp-1078441,2007040,112,112,160
mp-7808,839808,108,108,72
mp-979274,512000,80,80,80
mp-1196153,3317760,96,96,360
mp-1216934,1524096,84,84,216
mp-849422,1327104,96,96,144
mp-1180761,1290240,140,96,96
mp-25406,983040,96,80,128
mp-1215458,592704,84,84,84
mp-763065,746496,48,72,216
mp-542058,3096576,108,128,224
mp-1223865,442368,48,96,96
mp-540743,1259712,108,108,108
mp-1218657,1179648,96,96,128
mp-765735,1254400,80,80,196
mp-1186694,512000,80,80,80
mp-752685,1209600,84,120,120
mp-1213000,1404928,112,112,112
mp-1216116,1000000,100,100,100
mp-1074026,2073600,80,120,216
mp-1206848,2097152,128,128,128
mp-754064,307200,40,80,96
mp-1217214,768000,80,80,120
mp-1101783,1259712,108,108,108
mp-636316,768000,80,80,120
mp-1177806,1209600,48,140,180
mp-1094604,1032192,96,96,112
mp-569186,1966080,64,120,256
mp-1076925,1259712,108,108,108
mp-567899,4390400,140,160,196
mp-771261,2097152,128,128,128
mp-1046155,1270080,84,108,140
mp-1018810,602112,56,56,192
mp-561355,4064256,336,108,112
mp-1097577,4096000,160,160,160
mp-1073917,1658880,80,96,216
mp-29201,1259712,108,108,108
mp-1065250,501760,80,56,112
mp-1238251,1075200,80,112,120
mp-20249,537600,56,96,100
mp-1211082,4300800,140,160,192
mp-30650,1555200,120,120,108
mp-1221504,1259712,108,108,108
mp-1025352,460800,60,60,128
mp-1178639,3584000,160,140,160
mp-760467,1280000,100,100,128
mp-1185079,1259712,108,108,108
mp-1193628,1382400,80,120,144
mp-754130,884736,96,96,96
mp-995204,1451520,84,120,144
mp-1200116,4096000,160,160,160
mp-1223122,552960,60,72,128
mp-1221424,13824000,240,240,240
mp-1037733,2097152,128,128,128
mp-1113502,2097152,128,128,128
mp-1200300,2048000,128,100,160
mp-761258,3317760,160,96,216
mp-558240,2612736,216,108,112
mp-1185204,373248,72,72,72
mp-1244912,3584000,160,140,160
mp-1186511,884736,96,96,96
mp-1218447,432000,60,60,120
mp-1247382,1568000,140,140,80
mp-1186687,512000,80,80,80
mp-1211293,1814400,60,168,180
mp-1246953,691200,120,60,96
mp-1811207,1404928,112,112,112
mp-1104128,1492992,108,108,128
mp-1042573,1756160,112,112,140
mp-1265516,5832000,180,180,180
mp-18833,1404928,112,112,112
mp-2228618,1306368,108,108,112
mp-755010,884736,96,96,96
mp-1027138,1806336,56,56,576
mp-2229983,1209600,84,120,120
mp-697660,2764800,128,120,180
mp-1018658,388800,60,60,108
mp-1359741,1990656,96,96,216
mp-1251112,512000,80,80,80
mp-972914,512000,80,80,80
mp-20120,110592,48,48,48
mp-23582,592704,84,84,84
mp-999543,175616,56,56,56
mp-8462,1354752,112,112,108
mp-35530,884736,96,96,96
mp-561514,2764800,216,100,128
mp-1068048,640000,80,80,100
mp-1093717,5832000,180,180,180
mp-1096329,4741632,168,168,168
mp-24710,2949120,128,144,160
mp-1080232,3145728,128,128,192
mp-754849,896000,80,80,140
mp-1025354,705600,84,84,100
mp-1246850,3317760,128,120,216
mp-554762,1658880,108,120,128
mp-779269,1935360,108,128,140
mp-1341203,1228800,80,96,160
mp-1221879,1612800,96,120,140
mp-1303262,1474560,96,96,160
mp-865534,653184,108,108,56
mp-1212399,4096000,160,160,160
mp-642648,691200,80,80,108
mp-1221152,1966080,128,128,120
mp-755252,439040,56,56,140
mp-2285616,373248,72,72,72
mp-17975,1505280,84,112,160
mp-871,373248,72,72,72
mp-768141,1209600,108,80,140
mp-1297871,1128960,84,84,160
mp-571638,2116800,140,140,108
mp-1219439,2488320,80,144,216
mp-554748,1152000,120,96,100
mp-1073630,1843200,96,120,160
mp-1100451,1016064,84,84,144
mp-1205533,2592000,120,120,180
mp-561254,4096000,160,160,160
mp-8743,460800,60,60,128
mp-1201487,3456000,120,160,180
mp-1208651,5832000,180,180,180
mp-15056,1105920,96,96,120
mp-3563,1658880,96,96,180
mp-1183601,373248,72,72,72
mp-14088,884736,96,96,96
mp-1182296,3225600,120,140,192
mp-2663,512000,80,80,80
mp-980426,373248,72,72,72
mp-2226478,884736,96,96,96
mp-568603,2150400,64,140,240
mp-1095778,7077888,192,192,192
mp-1227323,1433600,80,80,224
mp-17771,4741632,168,168,168
mp-569577,393216,64,64,96
mp-780883,995328,96,96,108
mp-9367,432000,60,60,120
mp-26721,1228800,80,120,128
mp-775211,1728000,80,120,180
mp-1177121,2293760,128,128,140
mp-2232221,752640,56,56,240
mp-1213314,1935360,96,72,280
mp-2227351,448000,56,80,100
mp-770280,3048192,252,108,112
mp-1203431,1966080,96,128,160
mp-28123,884736,96,96,96
mp-1188494,846720,84,84,120
mp-1216095,512000,80,80,80
mp-725694,2744000,140,140,140
mp-1226554,2097152,128,128,128
mp-1195616,12446784,252,252,196
mp-541193,4032000,100,180,224
mp-1094445,537600,80,80,84
mp-1078494,414720,48,48,180
mp-29393,2560000,160,160,100
mp-1214194,1881600,96,140,140
mp-22306,360000,60,60,100
mp-1221016,2867200,160,160,112
mp-1102510,1008000,56,100,180
mp-1218679,3317760,96,96,360
mp-647243,1881600,140,140,96
mp-1211280,3317760,72,192,240
mp-754185,702464,112,112,56
mp-1208814,3528000,140,140,180
mp-561500,4741632,168,168,168
mp-756251,3136000,140,140,160
mp-756376,806400,80,84,120
mp-707182,3265920,108,108,280
mp-1210332,2634240,120,112,196
mp-1184673,373248,72,72,72
mp-1048266,1935360,128,108,140
mp-756797,884736,96,96,96
mp-29473,1433600,140,80,128
mp-1112952,2744000,140,140,140
mp-1133317,4939200,140,140,252
mp-3647,1152000,96,100,120
mp-1228935,1259712,108,108,108
mp-540695,3870720,112,144,240
mp-1095683,746496,48,72,216
mp-1247626,1728000,120,120,120
mp-1248487,3317760,144,144,160
mp-1222090,1728000,120,120,120
mp-1245878,221184,48,48,96
mp-1226329,516096,96,96,56
mp-862874,512000,80,80,80
mp-1187624,262144,64,64,64
mp-1208544,2764800,160,96,180
mp-1047807,2721600,140,108,180
mp-1208386,3265920,108,108,280
mp-1076630,4838400,240,240,84
mp-7594,1280000,100,100,128
mp-1221823,2257920,84,84,320
mp-675231,2688000,56,96,500
mp-12735,1474560,96,96,160
mp-972692,301056,56,56,96
mp-30080,262144,64,64,64
mp-2224265,752640,80,112,84
mp-34913,1404928,112,112,112
mp-1167,725760,72,72,140
mp-1204374,2419200,108,140,160
mp-1176630,840000,100,100,84
mp-1197491,2744000,140,140,140
mp-675786,4704000,140,140,240
mp-1183602,301056,56,56,96
mp-1208693,2580480,112,120,192
mp-25382,716800,80,80,112
mp-862719,512000,80,80,80
mp-38257,1259712,108,108,108
mp-982510,1728000,120,120,120
mp-1186970,373248,72,72,72
mp-21876,2064384,96,96,224
mp-1104485,800000,80,100,100
mp-1209989,4096000,160,160,160
mp-622576,648000,60,60,180
mp-1078933,884736,96,96,96
mp-1184079,373248,72,72,72
mp-1223867,1228800,80,80,192
mp-1189627,1835008,128,128,112
mp-572621,2744000,140,140,140
mp-33528,2097152,128,128,128
mp-607223,373248,72,72,72
mp-2218846,884736,96,96,96
mp-676309,2822400,140,140,144
mp-979981,512000,80,80,80
mp-560399,216000,60,60,60
mp-1209566,2764800,96,96,300
mp-772294,2240000,100,140,160
mp-1245917,451584,56,56,144
mp-567505,737280,48,48,320
mp-1048924,4704000,140,140,240
mp-1178343,1244160,72,72,240
mp-720509,3440640,128,140,192
mp-1198868,4200000,100,140,300
mp-1096255,4096000,160,160,160
mp-1100846,1474560,96,96,160
mp-768688,1935360,96,80,252
mp-1173434,2488320,192,120,108
mp-29408,2799360,108,108,240
mp-554329,1536000,160,96,100
mp-1205901,645120,60,64,168
mp-2232671,768000,80,80,120
mp-753969,1105920,72,96,160
mp-2705,259200,60,60,72
mp-1189100,860160,80,96,112
mp-759822,1505280,80,84,224
mp-1203475,2822400,56,200,252
mp-559593,5832000,180,180,180
mp-1014138,250880,56,56,80
mp-767633,3538944,96,96,384
mp-563041,2064384,96,128,168
mp-430,460800,72,80,80
mp-505784,903168,84,84,128
mp-1093869,4096000,160,160,160
mp-1103826,896000,80,80,140
mp-755451,4096000,160,160,160
mp-541108,3763200,140,140,192
mp-776460,752640,80,84,112
mp-1200735,3110400,120,144,180
mp-36940,884736,96,96,96
mp-1078217,716800,80,80,112
mp-561619,2097152,128,128,128
mp-619510,2304000,100,128,180
mp-1191902,967680,56,96,180
mp-867918,373248,72,72,72
mp-769078,2744000,140,140,140
mp-777700,1990656,108,128,144
mp-1046436,846720,56,60,252
mp-11257,175616,56,56,56
mp-1039147,175616,56,56,56
mp-1374684,1568000,140,140,80
mp-1184968,373248,72,72,72
mp-865250,373248,72,72,72
mp-1099685,1728000,120,120,120
mp-1111434,1404928,112,112,112
mp-674981,460800,72,80,80
mp-2227467,504000,60,60,140
mp-1226848,2744000,140,140,140
mp-504831,1382400,96,120,120
mp-1185834,846720,84,84,120
mp-532178,3538944,96,96,384
mp-1406186,884736,96,96,96
mp-772993,2304000,80,80,360
mp-1079439,884736,96,96,96
mp-758416,2211840,80,128,216
mp-27363,1119744,96,108,108
mp-1100426,512000,80,80,80
mp-1042880,1290240,96,96,140
mp-753701,940800,80,84,140
mp-780856,725760,72,72,140
mp-3283,1433600,80,128,140
mp-1041911,884736,96,96,96
mp-1193273,1327104,96,96,144
mp-973245,338688,56,56,108
mp-744410,1612800,80,84,240
mp-766830,2764800,96,96,300
mp-1181234,3110400,60,216,240
mp-1175277,2304000,120,120,160
mp-1211369,1075200,60,112,160
mp-1223530,2211840,192,192,60
mp-1207814,2822400,140,140,144
mp-1180351,2177280,168,108,120
mp-1208205,1404928,112,112,112
mp-3956,1474560,96,96,160
mp-12325,1306368,72,72,252
mp-1191149,3763200,168,160,140
mp-1255391,1088640,84,108,120
mp-778734,2097152,128,128,128
mp-1247245,1404928,112,112,112
mp-752453,1612800,120,56,240
mp-1198944,3110400,120,144,180
mp-1210972,2097152,128,128,128
mp-1332100,4741632,168,168,168
mp-1042115,884736,96,96,96
mp-1187987,1204224,112,112,96
mp-1178016,1433600,80,160,112
mp-1076393,940800,80,84,140
mp-1205092,3072000,120,128,200
mp-600029,3512320,112,112,280
mp-1095497,896000,80,80,140
mp-1103415,2097152,128,128,128
mp-1040451,3763200,140,140,192
mp-28000,2240000,80,100,280
mp-557186,3010560,80,168,224
mp-642649,622080,60,96,108
mp-740714,2540160,140,84,216
mp-558137,2488320,108,144,160
mp-769045,1658880,96,96,180
mp-558066,762048,84,84,108
mp-20412,1404928,112,112,112
mp-631481,512000,80,80,80
mp-676779,504000,60,60,140
mp-1097034,3763200,140,140,192
mp-1112525,1728000,120,120,120
mp-25333,1404928,112,112,112
mp-759636,1612800,60,96,280
mp-1194147,2064384,84,128,192
mp-28400,1179648,96,96,128
mp-1030247,1843968,56,56,588
mp-1208009,2764800,100,128,216
mp-1220844,2764800,160,160,108
mp-1659341,2257920,80,252,112
mp-1214662,4233600,120,180,196
mp-1207515,967680,56,96,180
mp-754706,884736,96,96,96
mp-1212611,2963520,84,140,252
mp-1364109,4096000,160,160,160
mp-1041231,2016000,100,120,168
mp-1226402,2408448,112,112,192
mp-1222203,4300800,160,160,168
mp-1097035,3763200,140,140,192
mp-768848,2099520,108,108,180
mp-1080738,884736,96,96,96
mp-1210950,516096,56,64,144
mp-1215349,987840,84,84,140
mp-1211187,1382400,80,80,216
mp-9186,983040,80,96,128
mp-1147740,512000,80,80,80
mp-1209121,1433600,80,128,140
mp-20107,645120,56,96,120
mp-21650,2097152,128,128,128
mp-752609,725760,72,72,140
mp-863366,5529600,160,160,216
mp-1216055,896000,80,80,140
mp-1215235,884736,96,96,96
mp-1210179,1404928,112,112,112
mp-1216754,884736,96,96,96
mp-1080147,368640,64,72,80
mp-1043121,884736,96,96,96
mp-766814,1966080,96,128,160
mp-1181785,884736,96,96,96
mp-1094194,592704,84,84,84
mp-12911,884736,96,96,96
mp-780483,1572864,96,128,128
mp-1094581,516096,48,48,224
mp-1202101,1728000,120,120,120
mp-40204,1000000,100,100,100
mp-76,262144,64,64,64
mp-1098107,737280,64,64,180
mp-1192544,2744000,140,140,140
mp-759158,1600000,100,100,160
mp-1214410,1128960,40,168,168
mp-721876,2352000,140,120,140
mp-758956,3763200,140,140,192
mp-1184709,564480,56,56,180
mp-696360,1814400,200,84,108
mp-631569,512000,80,80,80
mp-31169,373248,72,72,72
mp-1190908,1290240,96,96,140
mp-767696,1769472,128,128,108
mp-570076,1259712,108,108,108
mp-1112124,2097152,128,128,128
mp-1212670,1404928,112,112,112
mp-1079507,589824,64,64,144
mp-1205683,1728000,120,120,120
mp-1183382,1259712,108,108,108
mp-849065,250880,56,56,80
mp-779434,4741632,168,168,168
mp-972495,193536,48,48,84
mp-29666,688128,64,64,168
mp-559723,1612800,120,120,112
mp-1040851,3096576,96,128,252
mp-27482,2322432,96,96,252
mp-1371368,716800,56,80,160
mp-568656,884736,48,48,384
mp-1219675,4096000,160,160,160
mp-1198186,2150400,140,128,120
mp-759059,3136000,140,140,160
mp-1234163,2508800,128,140,140
mp-1218633,995328,96,96,108
mp-1209822,846720,84,84,120
mp-764245,1105920,48,48,480
mp-1225107,1881600,96,140,140
mp-778721,2016000,80,140,180
mp-673675,884736,96,96,96
mp-16375,1814400,180,180,56
mp-604964,2612736,108,112,216
mp-627591,1866240,96,108,180
mp-1147646,138240,48,48,60
mp-603612,2304000,80,120,240
mp-1187750,216000,60,60,60
mp-1203689,3317760,120,128,216
mp-10804,921600,96,96,100
mp-1078601,592704,84,84,84
mp-1228229,2903040,108,140,192
mp-1197686,1555200,108,120,120
mp-1201204,2744000,140,140,140
mp-1182430,1769472,96,96,192
mp-1210386,3981312,192,192,108
mp-35647,884736,96,96,96
mp-23305,1843200,128,120,120
mp-775937,1209600,80,84,180
mp-20472,967680,84,96,120
mp-723044,4300800,140,160,192
mp-1211070,2150400,112,120,160
mp-774595,2293760,128,128,140
mp-861951,262144,64,64,64
mp-646297,4741632,168,168,168
mp-1238942,4233600,196,108,200
mp-1097113,2508800,128,140,140
mp-1374534,846720,120,84,84
mp-2229996,1990656,96,96,216
mp-505799,1632960,108,108,140
mp-560676,2744000,140,140,140
mp-1211339,1474560,96,96,160
mp-1046533,3136000,140,140,160
mp-1041401,2457600,128,100,192
mp-1198051,3317760,144,144,160
mp-772600,1128960,48,140,168
mp-1039189,512000,80,80,80
mp-698610,2634240,112,120,196
mp-1212049,4838400,140,108,320
mp-7132,524288,64,64,128
mp-1217179,2016000,120,120,140
mp-1077334,373248,72,72,72
mp-1113049,1728000,120,120,120
mp-1220751,1152000,80,120,120
mp-1194653,2721600,108,140,180
mp-757861,2293760,140,128,128
mp-27365,4644864,72,252,256
mp-768377,2097152,128,128,128
mp-768789,1814400,168,100,108
mp-28038,2488320,120,108,192
mp-698310,2903040,168,96,180
mp-865756,373248,72,72,72
mp-1217042,460800,48,48,200
mp-1218787,1555200,60,60,432
mp-1019357,524288,64,64,128
mp-684958,648000,60,60,180
mp-1193450,1259712,108,108,108
mp-1077147,432000,60,60,120
mp-1111782,2097152,128,128,128
mp-1351647,2949120,96,96,320
mp-1102538,884736,96,96,96
mp-1030389,1806336,56,56,576
mp-1223722,526848,56,56,168
mp-1094649,995328,96,96,108
mp-556088,3538944,128,128,216
mp-557845,2239488,216,96,108
mp-753853,1000000,100,100,100
mp-39866,2764800,160,160,108
mp-1206545,384000,80,80,60
mp-5501,338688,56,56,108
mp-2229015,1166400,60,60,324
mp-672294,884736,96,96,96
mp-1190313,1440000,120,120,100
mp-1215974,4608000,160,160,180
mp-605839,663552,48,96,144
mp-1094588,552960,48,48,240
mp-1246264,870912,96,108,84
mp-17806,2744000,140,140,140
mp-1080162,1756160,56,56,560
mp-757324,1720320,56,80,384
mp-2227130,2107392,56,56,672
mp-1040361,2097152,128,128,128
mp-1077026,699840,108,108,60
mp-28293,2508800,112,140,160
mp-1228947,5832000,180,180,180
mp-1222034,5832000,180,180,180
mp-1173644,10368000,180,240,240
mp-1187201,373248,72,72,72
mp-1222903,423360,84,84,60
mp-1281,89600,40,40,56
mp-1221777,5898240,192,192,160
mp-763182,860160,48,112,160
mp-643259,903168,112,84,96
mp-768027,2240000,80,140,200
mp-26740,4096000,160,160,160
mp-1021327,442368,64,64,108
mp-1173544,1119744,108,108,96
mp-644494,1179648,96,96,128
mp-778697,1451520,80,108,168
mp-2341,301056,56,56,96
mp-690977,2764800,160,160,108
mp-1295166,1016064,84,84,144
mp-777227,3763200,168,140,160
mp-1078683,802816,112,112,64
mp-1217225,2097152,128,128,128
mp-31078,1176000,140,140,60
mp-1174492,884736,96,96,96
mp-1188041,592704,84,84,84
mp-569601,395136,56,84,84
mp-1224042,688128,64,64,168
mp-1096258,4096000,160,160,160
mp-1227075,322560,60,56,96
mp-570419,1317120,56,56,420
mp-570354,175616,56,56,56
mp-754856,2400000,240,100,100
mp-569388,2073600,60,96,360
mp-753521,1474560,96,96,160
mp-1196124,2332800,180,180,72
mp-1027061,1806336,56,56,576
mp-961652,373248,72,72,72
mp-1112950,1000000,100,100,100
mp-1007961,373248,72,72,72
mp-753217,592704,84,84,84
mp-38511,663552,96,72,96
mp-1184188,2744000,140,140,140
mp-699582,4478976,108,108,384
mp-1180361,2293760,128,128,140
mp-1103421,1088640,72,108,140
mp-2751,373248,72,72,72
mp-1042299,1327104,108,96,128
mp-759900,2359296,128,96,192
mp-570928,1404928,112,112,112
mp-1184612,373248,72,72,72
mp-1213001,903168,84,84,128
mp-1219824,2064384,96,128,168
mp-1227051,1000000,100,100,100
mp-769628,1228800,80,96,160
mp-1247546,301056,56,56,96
mp-20624,921600,120,120,64
mp-1201376,2211840,72,128,240
mp-866693,1741824,144,144,84
mp-1173029,1259712,108,108,108
mp-862906,373248,72,72,72
mp-24759,2580480,192,96,140
mp-1176481,3440640,96,160,224
mp-754092,752640,80,84,112
mp-36383,884736,96,96,96
mp-1096252,4741632,168,168,168
mp-1093912,7077888,192,192,192
mp-758942,4014080,128,140,224
mp-30779,512000,80,80,80
mp-22247,746496,64,108,108
mp-1193997,1474560,96,96,160
mp-1186927,216000,60,60,60
mp-17532,3276800,160,160,128
mp-1048108,1474560,96,96,160
mp-705887,4014080,140,128,224
mp-1195120,2150400,80,96,280
mp-1097431,4741632,168,168,168
mp-567458,302400,60,60,84
mp-1216706,302400,60,60,84
mp-1177461,1179648,96,128,96
mp-1232330,4096000,160,160,160
mp-1112940,1728000,120,120,120
mp-1071623,1259712,108,108,108
mp-867174,512000,80,80,80
mp-1182890,884736,96,96,96
mp-777539,2488320,144,144,120
mp-638442,16003008,252,252,252
mp-1222833,344064,64,64,84
mp-573514,2688000,112,120,200
mp-1192222,3048192,168,168,108
mp-570157,501760,56,64,140
mp-1215497,322560,48,48,140
mp-22409,1097600,140,140,56
mp-1103959,768000,80,80,120
mp-16236,622080,72,72,120
mp-2646997,165888,48,48,72
mp-1219743,573440,64,64,140
mp-10108,216000,60,60,60
mp-781671,4096000,160,160,160
mp-1105830,1179648,96,96,128
mp-2232367,806400,160,84,60
mp-616444,3584000,100,160,224
mp-757564,768000,80,80,120
